master_id,source,article_id_a,article_id_b,journal_year_range,journal_year_start,journal_year_end,volume_label,roman_numeral,title,author,author_title,location,contributor_role,section_type,page_start,page_end,page_url,char_count,notes,subjects,parse_flag,confirmed_duplicate,duplicate_flag,duplicate_group,fulltext_path,processed_at,source_file,htid,seq_start,seq_end,note,index_match_count,index_page_raw,duplicate_by_title_author,duplicate_title_author_group,duplicate_title_author_count
MASTER_00224,source_a,XXVII_1892_01,,1892,1892,1892,XXVII,1,THE SALT ADMINISTRATION OF SSŬCH'UAN.,Arthur von Rosthorn,,,author,article,11,42,,43661,"SSŬCH'UAN. Sichuan, 四川省",History,OK,,,,article_texts\XXVII_1892_01.txt,2026-05-29T12:35:32.263661,,,,,,0,,,,
MASTER_00225,source_a,XXVII_1892_02,,1892,1892,1892,XXVII,2,EARLY PORTUGUESE COMMERCE AND SETTLEMENTS IN CHINA.,Z. VOLPICELLI,,,author,article,45,83,,78035,,History,OK,,,,article_texts\XXVII_1892_02.txt,2026-05-29T12:37:54.334344,,,,,,0,,,,
MASTER_00226,source_a,XXVII_1892_03,,1892,1892,1892,XXVII,3,THE COINAGE OF COREA,C. T. GARDNER,H.B.M. Consular Service.,,author,article,85,144,,26048,,Numismatics,OK,,,,article_texts\XXVII_1892_03.txt,2026-05-29T12:41:15.635792,,,,,,0,,,,
MASTER_00227,source_a,XXVII_1892_04,,1892,1892,1892,XXVII,4,THE FAMILY LAW OF THE CHINESE.,P. G. VON MÖLLENDORFF,,,author,article,145,206,,112328,,Law,OK,,,,article_texts\XXVII_1892_04.txt,2026-05-29T12:44:53.982295,,,,,,0,,,,
MASTER_00228,source_a,XXXIII_1896_01,,1896,1896,1896,XXXIII,1,"INSCRIPTIONS DE L'ORKHON. Déchiffrées par VILH. THOMSEN, Professeur de Philologie comparée à l'Université de Copenhague.",E. H. Parker,,,author,article,9,47,,74581,,Epigraphy / Linguistics,OK,,,,article_texts\XXXIII_1896_01.txt,2026-05-29T13:15:20.096067,,,,,,0,,,,
MASTER_00229,source_a,XXXIII_1896_02,,1896,1896,1896,XXXIII,2,WANG-CHUNG AND PLATO ON DEATH AND IMMORTALITY.,A. FORKE,Dr. Jur.,,author,article,48,68,,39459,,Philosophy,OK,,,,article_texts\XXXIII_1896_02.txt,2026-05-29T13:16:52.748223,,,,,philosophy,1,40-60,,,
MASTER_00230,source_a,XXXIII_1896_03,,1896,1896,1896,XXXIII,3,THE CHINESE SYSTEM OF FAMILY RELATIONSHIP AND ITS ARYAN AFFINITIES.,Thos. W. Kingsmill,,,author,article,69,80,,19522,,Anthropology,OK,,,,article_texts\XXXIII_1896_03.txt,2026-05-29T13:17:45.465182,,,,,,0,,,,
MASTER_00231,source_a,XXXIII_1896_04,,1896,1896,1896,XXXIII,4,SCARCITY OF COPPER CASH AND THE RISE IN PRICES.,,,,unknown,article,81,88,,15175,,Economics,OK,,,,article_texts\XXXIII_1896_04.txt,2026-05-29T13:18:21.935649,,,,,,0,,,,
MASTER_00232,source_a,XXXIII_1896_05,,1896,1896,1896,XXXIII,5,ON THE LIMITATIONS OF COMPARATIVE PHILOLOGY.,P. G. VON MÖLLENDORFF,,,author,article,89,109,,36881,,Linguistics,OK,,,,article_texts\XXXIII_1896_05.txt,2026-05-29T13:19:53.788155,,,,,,0,,,,
MASTER_00233,source_a,XXXIII_1896_06,,1896,1896,1896,XXXIII,6,THE GRAND CANAL OF CHINA.,W. R. CARLES,,,author,article,110,125,,27482,,Geography,OK,,,,article_texts\XXXIII_1896_06.txt,2026-05-29T13:21:01.695333,,,,,communications and hydrology,1,102-115,,,
MASTER_00234,source_a,XXXII_1897_01,,1897,1897,1897,XXXII,1,"THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS.",Thos. W. Kingsmill,,,author,article,9,45,,69381,,History,OK,,,,article_texts\XXXII_1897_01.txt,2026-05-29T13:51:41.032436,,,,,,0,,,,
MASTER_00235,source_a,XXXII_1897_02,,1897,1897,1897,XXXII,2,THE OFFICE OF DISTRICT MAGISTRATE IN CHINA.,BYRON BRENAN,C.M.G.,,author,article,46,75,,56115,,Political Science,OK,,,,article_texts\XXXII_1897_02.txt,2026-05-29T13:53:23.030152,,,,,,0,,,,
MASTER_00236,source_a,XXXII_1897_03,,1897,1897,1897,XXXII,3,ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.,NATALIS RONDOT,,,author,article,76,88,,22618,,Numismatics,OK,,,,article_texts\XXXII_1897_03.txt,2026-05-29T13:54:07.816997,,,,,,0,,,,
MASTER_00237,source_a,XXXII_1897_04,,1897,1897,1897,XXXII,4,SEALING AND WHALING IN THE NORTHERN PACIFIC.,E. BRASS,,,author,article,89,103,,28147,,History,OK,,,,article_texts\XXXII_1897_04.txt,2026-05-29T13:54:58.896209,,,,,"agriculture, industry, and trade government, political economy and political",1,79-93,,,
MASTER_00238,source_a,XXXIII_1899_01,,1899,1899,1899,XXXIII,1,MENCIUS AND SOME OTHER REFORMERS OF CHINA,,,,author,article,10,33,,45549,,Philosophy,OK,,,,article_texts\XXXIII_1899_01.txt,2026-05-29T13:43:49.630822,,,,,,0,,,,
MASTER_00239,source_a,XXXIII_1899_01,,1899,1899,1899,XXXIII,1,SOCIAL LIFE OF THE MIAO TSÏ.,Geo. Edgar Betts,,,author,article,11,31,,36923,"MIAO TSÏ., Miao zi/Miao zu, 苗子/苗族",Anthropology,OK,,,,article_texts\XXXIII_1899_01.txt,2026-05-29T13:27:15.055667,,,,,,0,,,,
MASTER_00240,source_a,XXXIII_1899_02,,1899,1899,1899,XXXIII,2,IRRIGATION OF THE CH'ENG TU PLAIN.,JOSHUA VALE,,China Inland Mission,author,article,32,46,,25981,"CH'ENG TU PLAIN, Chengdu Plain, 成都平原",Engineering,OK,,,,article_texts\XXXIII_1899_02.txt,2026-05-29T13:28:10.216690,,,,,,0,,,,
MASTER_00241,source_a,XXXIII_1899_02,,1899,1899,1899,XXXIII,2,THE ANCIENT CITY OF SHAOHING (Province of Cheh-kiang).,W. GILBERT WALSHE,"The Rev., B.A.",,author,article,34,56,,41697,"SHAOHING, Shaoxing, 绍兴; Cheh-kiang, Zhejiang Province, 浙江省",Urban History,OK,,,,article_texts\XXXIII_1899_02.txt,2026-05-29T13:45:09.587465,,,,,,0,,,,
MASTER_00242,source_a,XXXIII_1899_03,,1899,1899,1899,XXXIII,3,"NOTES ON THE TING-CHI, OR HALF-YEARLY SACRIFICE TO CONFUCIUS.*",G. E. MOULE,The Right Rev. D.D.,Bishop in Mid-China,author,article,47,84,,65467,,Ritual Studies,OK,,,,article_texts\XXXIII_1899_03.txt,2026-05-29T13:30:29.043013,,,,,Confucianism and music,1,120-156,,,
MASTER_00243,source_a,XXXIII_1899_03,,1899,1899,1899,XXXIII,3,"REVIEW. CHINA, HER HISTORY, DIPLOMACY AND COMMERCE FROM THE EARLIEST TIMES TO THE PRESENT DAY.",E. H. PARKER,"Reader in Chinese, etc.","University College, Liverpool",author,article,57,67,,21550,,History,OK,,,,article_texts\XXXIII_1899_03.txt,2026-05-29T13:45:47.832859,,,,,,0,,,,
MASTER_00244,source_a,XXXIII_1899_04,,1899,1899,1899,XXXIII,4,REVIEW. MYTHOLOGIE DES BUDDHISMUS IN TIBET UND DER MONGOLEI. Führer durch die Lamaistische Sammlung des Fuersten Uchtomsky von A. GRUENWEDEL.,,,,unknown,article,68,72,,9932,,Religious Studies,OK,,,,article_texts\XXXIII_1899_04.txt,2026-05-29T13:46:06.129803,,,,,,0,,,,
MASTER_00245,source_a,XXXIII_1899_04,,1899,1899,1899,XXXIII,4,THE PHILIPPINE CHINESE LABOUR QUESTION.,JUAN MENCARINI,,,author,article,102,130,,51089,,Labor Studies,OK,,,,article_texts\XXXIII_1899_04.txt,2026-05-29T13:32:13.570642,,,,,,0,,,,
MASTER_00246,source_a,XXXIII_1899_05,,1899,1899,1899,XXXIII,5,TABLEAU CHRONOLOGIQUE DE LA DYNASTIE MANDCHOUE-CHINOISE TA-TS'ING 大淸.,Hoang,Père P.,,author,article,131,181,,74081,,Chronology / History,OK,,,,article_texts\XXXIII_1899_05.txt,2026-05-29T13:35:17.707709,,,,,,0,,,,
MASTER_00247,source_a,XXXIV_1901_01,,1901,1901,1901,XXXIV,1,THE CHINESE SOPHISTS.,A. FORKE,Ph.D.,,author,article,9,108,,153268,,Philosophy,OK,,,,article_texts\XXXIV_1901_01.txt,2026-05-29T14:03:22.103011,,,,,philosophy,1,1-100,,,
MASTER_00248,source_a,XXXIV_1901_02,,1901,1901,1901,XXXIV,2,SHANGHAI FOLK-LORE.,ERNEST BOX,,,author,article,109,143,,62039,,Folklore Studies,OK,,,,article_texts\XXXIV_1901_02.txt,2026-05-29T14:05:24.124578,,,,,,0,,,,
MASTER_00249,source_a,XXXIV_1901_03,,1901,1901,1901,XXXIV,3,DR. F. HIRTH AND THE HIUNG NU.,,,THOS. W・ KINGSMILL.,unknown,article,144,149,,10301,,Historiography,OK,,,,article_texts\XXXIV_1901_03.txt,2026-05-29T14:05:44.630132,,,,,,0,,,,
MASTER_00250,source_a,XXXV_1903_01,,1903,1903,1903,XXXV,1,"KWO TSÏ YI,
AN EMINENT MILITARY COMMANDER OF THE TANG DYNASTY.",J. EDKINS,D.D.,,author,article,9,28,,36106,"KWO TSÏ YI, Guo Ziyi, 郭子仪",Military History,OK,,,,article_texts\XXXV_1903_01.txt,2026-05-29T23:59:31.837670,,,,,,0,,,,
MASTER_00251,source_a,XXXV_1903_02,,1903,1903,1903,XXXV,2,STANDARD WEIGHTS AND MEASURES OF THE CH'IN DYNASTY.,F. H. CHALFANT,Rev.,,author,article,29,35,,7434,,Metrology,OK,,,,article_texts\XXXV_1903_02.txt,2026-05-30T00:00:05.143496,,,,,social customs,1,21-25,,,
MASTER_00252,source_a,XXXV_1903_03,,1903,1903,1903,XXXV,3,SOME CHINESE FUNERAL CUSTOMS.,W. GILBERT WALSH,"Rev., B.A.",,author,article,36,74,,76307,,Anthropology,OK,,,,article_texts\XXXV_1903_03.txt,2026-05-30T00:04:15.372908,,,,,,0,,,,
MASTER_00253,source_a,XXXV_1903_04,,1903,1903,1903,XXXV,4,WANG AN-SHIH (王安石),JOHN C. FERGUSON,Ph.D.,,author,article,75,85,,20110,,Biography,OK,,,,article_texts\XXXV_1903_04.txt,2026-05-30T00:05:01.903761,,,,,,0,,,,
MASTER_00254,source_a,XXXV_1903_05,,1903,1903,1903,XXXV,5,THE MANTSES AND THE GOLDEN CHERSONESE.,T. W. KINGSMILL,,,author,article,86,111,,47732,,Historical Geography,OK,,,,article_texts\XXXV_1903_05.txt,2026-05-30T00:06:44.777400,,,,,"ethnology, anthropology and geography",1,76-101,,,
MASTER_00255,source_a,XXXVI_1905_01,,1905,1905,1905,XXXVI,1,Notes of a Journey Overland from Szemao to Rangoon.,Fred. W. Carey,,,author,article,13,50,,63572,"Szemao, Simao, currently Pu'er, 思茅，今普洱; Rangoon. Yangon, 仰光",Geography,OK,,,,article_texts\XXXVI_1905_01.txt,2026-05-29T20:42:08.562923,,,,,,0,,,,
MASTER_00256,source_a,XXXVI_1905_02,,1905,1905,1905,XXXVI,2,Irrigation of the Chen-tu Plain and beyond.,Joshua Vale,C.I.M.,,author,article,51,68,,25906,"Chen-tu, Chengdu, 成都",Engineering,OK,,,,article_texts\XXXVI_1905_02.txt,2026-05-29T20:44:15.264935,,,,,,0,,,,
MASTER_00257,source_a,XXXVI_1905_03,,1905,1905,1905,XXXVI,3,Journey to Sungp'an.,W. C. Haines Watson,,,author,article,69,124,,93185,"Sungp'an, Songpan, 松潘",Geography,OK,,,,article_texts\XXXVI_1905_03.txt,2026-05-29T20:48:57.022230,,,,,,0,,,,
MASTER_00258,source_a,XXXVI_1905_04,,1905,1905,1905,XXXVI,4,The History of the Loochoo Islands.,Charles S. Leavenworth,M.A.,,author,article,124,140,,30539,,History,OK,,,,article_texts\XXXVI_1905_04.txt,2026-05-29T20:50:09.644706,,,,,,0,,,,
MASTER_00259,source_a,XXXVI_1905_05,,1905,1905,1905,XXXVI,5,Java.,Juan Mencarini,,,author,article,141,177,,63360,,Geography,OK,,,,article_texts\XXXVI_1905_05.txt,2026-05-29T20:52:34.381789,,,,,,0,,,,
MASTER_00260,source_a,XXXVII_1906_01,,1906,1906,1906,XXXVII,1,The Jewish Monument at Kaifungfu.,W. A. P. Martin,"D.D., LL.D.",,author,article,7,26,,33322,"Kaifungfu. Kaifengfu, 开封府",Religious Studies,OK,,,,article_texts\XXXVII_1906_01.txt,2026-05-29T20:19:18.970646,,,,,Judaism,1,1月20日,,,
MASTER_00261,source_a,XXXVII_1906_02,,1906,1906,1906,XXXVII,2,Ancient Tibet and its Frontagers.,Thos. W. Kingsmill,Esq.,,author,article,27,60,,62527,,Historical Geography,OK,,,,article_texts\XXXVII_1906_02.txt,2026-05-29T20:21:54.460339,,,,,,0,,,,
MASTER_00262,source_a,XXXVII_1906_03,,1906,1906,1906,XXXVII,3,Notes on Chinese Banking System in Shanghai.,John C. Ferguson,Ph.D.,,author,article,61,88,,47732,,Economics,OK,,,,article_texts\XXXVII_1906_03.txt,2026-05-29T20:24:12.780168,,,,,,0,,,,
MASTER_00263,source_a,XXXVII_1906_04,,1906,1906,1906,XXXVII,4,Notes on Chinese Law and Practice preceding Revision.,Ernest Alabaster,,,author,article,89,155,,126470,,Law,OK,,,,article_texts\XXXVII_1906_04.txt,2026-05-29T20:29:22.890705,,,,,,0,,,,
MASTER_00264,source_a,XXXVII_1906_05,,1906,1906,1906,XXXVII,5,Chinese Children's Games.,Isaac Taylor Headland,,,author,article,156,190,,59698,,Folklore Studies,OK,,,,article_texts\XXXVII_1906_05.txt,2026-05-29T20:32:11.311553,,,,,,0,,,,
MASTER_00265,source_a,XXXVIII_1907_01,,1907,1907,1907,XXXVIII,1,CURRENCY IN CHINA.,H. B. Morse,,,author,article,13,86,,111441,,Economics,OK,,,,article_texts\XXXVIII_1907_01.txt,2026-05-29T16:36:31.068647,,,,,coinage,1,1-60,,,
MASTER_00266,source_a,XXXVIII_1907_02,,1907,1907,1907,XXXVIII,2,Witchcraft in the Chinese Penal Code.,E. T. Williams,,,author,article,87,122,,69159,,Law,OK,,,,article_texts\XXXVIII_1907_02.txt,2026-05-29T16:38:42.898415,,,,,law and social customs,1,61-96,,,
MASTER_00267,source_a,XXXVIII_1907_03,,1907,1907,1907,XXXVIII,3,Contribution to the Nomenclature of Chinese Plants.,Ernst Faber,late Dr.,,author,article,123,190,,56275,,Botany,OK,,,,article_texts\XXXVIII_1907_03.txt,2026-05-29T20:00:45.790457,,,,,,0,,,,
MASTER_00268,source_a,XXXVIII_1907_04,,1907,1907,1907,XXXVIII,4,THE TWO ZODIACS (SOLAR AND LUNAR) Their Origin and Connections. A STUDY IN THE EARLIEST DAWN OF CIVILISATION.,Thomas W. Kingsmill,,,author,article,191,241,,100279,,Astronomy,OK,,,,article_texts\XXXVIII_1907_04.txt,2026-05-29T20:04:18.944955,,,,,,0,,,,
MASTER_00269,source_a,XXXIX_1908_01,,1908,1908,1908,XXXIX,1,A List of the Musical and other Sound-Producing Instruments of the Chinese.,A. C. MOULE,B.A.,"Trinity College, Cambridge.",author,article,17,202,,279497,,Musicology,OK,,,,article_texts\XXXIX_1908_01.txt,2026-05-29T16:27:35.910404,,,,,music,1,1-160,,,
MASTER_00270,source_a,XL_1909_01,,1909,1909,1909,XL,1,Archæological Survey of the Environs of China's Ancient Capitals.,V. Alexeieff,,University of St. Petersburg,author,article,15,23,,14751,,Archaeology,OK,,,,article_texts\XL_1909_01.txt,2026-05-27T22:49:05.206313,,,,,,0,,,,
MASTER_00271,source_a,XL_1909_02,,1909,1909,1909,XL,2,The Principles of Chinese Law and Equity.,E. H. Parker,,,author,article,24,57,,64317,,Law,OK,,,,article_texts\XL_1909_02.txt,2026-05-27T22:51:04.196993,,,,,law,1,10-43,,,
MASTER_00272,source_a,XL_1909_03,,1909,1909,1909,XL,3,THE ASCENT OF MT. MORRISON (Niitaka Yama).,Julean H. Arnold,,,author,article,58,112,,47892,,Geography,OK,,,,article_texts\XL_1909_03.txt,2026-05-27T22:55:37.717988,,,,,,0,,,,
MASTER_00273,source_a,XL_1909_04,,1909,1909,1909,XL,4,The Collection of Birds in the Shanghai Museum.,J. D. D. La Touche,"C.M.Z.S., M.B.O.U.",,author,article,118,156,,38827,,Ornithology,OK,,,,article_texts\XL_1909_04.txt,2026-05-27T22:58:39.719401,,,,,zoology,1,69-107,,,
MASTER_00274,source_b,,_1910_01,1910,1910,1910,,,THE CONFUCIAN REFORMERS IN JAPAN IN THE 18TH CENTURY. DAZAI'S EXPOSITION OF DOCTRINE.,J. C. HALL,,,translator,article,1,25,https://babel.hathitrust.org/cgi/pt?id=coo.31924079401513&seq=187,48386,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.40-42 1909-1911.txt,2026-06-08T12:02:34,,,,,,0,,,,
MASTER_00275,source_b,,_1910_02,1910,1910,1910,,,THE MUSIC OF CHINA,Thomas W. Kingsmill,,,author,review,26,56,https://babel.hathitrust.org/cgi/pt?id=coo.31924079401513&seq=212,57663,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.40-42 1909-1911.txt,2026-06-08T12:02:34,,,,,,0,,,,
MASTER_00276,source_b,,_1910_03,1910,1910,1910,,,BURIAL CUSTOMS IN SZ-CHUAN,Thomas Torrance,,,author,article,57,75,https://babel.hathitrust.org/cgi/pt?id=coo.31924079401513&seq=249,38525,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.40-42 1909-1911.txt,2026-06-08T12:02:34,,,,,,0,,,,
MASTER_00277,source_b,,_1910_04,1910,1910,1910,,,"The Christian Monument at Hsi-an fu (as described by Father Havret, S.J.)",A. C. MOULE,,Cambridge,author,article,76,115,https://babel.hathitrust.org/cgi/pt?id=coo.31924079401513&seq=292,87709,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.40-42 1909-1911.txt,2026-06-08T12:02:34,,,,,,0,,,,
MASTER_00278,source_b,,_1911_01,1911,1911,1911,,,"THE JOURNAL OF S. WELLS WILLIAMS, LL.D. SECRETARY AND INTERPRETER OF THE AMERICAN EMBASSY TO CHINA DURING THE EXPEDITION TO TIENTSIN AND PEKING IN THE YEARS 1858 AND 1859.",FREDERICK WELLS WILLIAMS,,,editor,article,,232,https://babel.hathitrust.org/cgi/pt?id=coo.31924079401513&seq=391,694723,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.40-42 1909-1911.txt,2026-06-08T12:02:34,,,,,,0,,,,
MASTER_00279,source_a,XLIII_1912_01,,1912,1912,1912,XLIII,1,TAI SHAN,A. C. MOULE,Rev.,,author,article,19,75,,79239,"TAI SHAN, 泰山",Geography,OK,,,,article_texts\XLIII_1912_01.txt,2026-05-27T19:51:14.457160,,,,,,0,,,,
MASTER_00280,source_a,XLIII_1912_02,,1912,1912,1912,XLIII,2,NOTES ON CHINESE ARCHERY.,Du Bois Reymond,Professor,,author,article,76,87,,33555,,Military History,OK,,,,article_texts\XLIII_1912_02.txt,2026-05-27T19:51:57.640729,,,,,,0,,,,
MASTER_00281,source_a,XLIII_1912_03,,1912,1912,1912,XLIII,3,THREE SITES IN HUNAN CONNECTED WITH THE CLASSICAL LEGENDARY HISTORY OF CHINA,G. G. WARREN,Rev.,,author,article,88,110,,53998,,Historical Geography,OK,,,,article_texts\XLIII_1912_03.txt,2026-05-27T19:53:22.969539,,,,,"arts, archaeology and history",1,44-62,,,
MASTER_00282,source_a,XLIII_1912_04,,1912,1912,1912,XLIII,4,CHINESE ART METAL WORK,ARTHUR STANLEY,"M.D., Lond.",Curator of the Shanghai Museum,author,article,111,127,,16568,,Art History,OK,,,,article_texts\XLIII_1912_04.txt,2026-05-27T19:54:18.787710,,,,,,0,,,,
MASTER_00283,source_a,XLIII_1912_05,,1912,1912,1912,XLIII,5,THE GREAT SUMMER FESTIVAL OF CHINA AS OBSERVED IN FOOCHOW : A STUDY IN POPULAR RELIGION.,Lewis Hodous,,,author,article,129,140,,33058,,Religious Studies,OK,,,,article_texts\XLIII_1912_05.txt,2026-05-27T19:55:03.050926,,,,,,0,,,,
MASTER_00284,source_a,XLIII_1912_08,,1912,1912,1912,XLIII,9,NOTES AND QUERIES.,,,,unknown,article,178,180,,7846,,Religious Studies,OK,,,,article_texts\XLIII_1912_08.txt,2026-05-27T19:57:38.697323,,,,,,0,,,,
MASTER_00285,source_a,XLIII_1912_09,,1912,1912,1912,XLIII,10,BOOKS PRESENTED TO THE LIBRARY.,,,,unknown,article,181,181,,1641,,Library Science,OK,,,,article_texts\XLIII_1912_09.txt,2026-05-27T19:57:42.617652,,,,,,0,,,,
MASTER_00286,source_a,XLIII_1912_10,,1912,1912,1912,XLIII,8,CHINA'S MONUMENTS,FREDERICK MCCORMICK,,,author,article,191,250,,144790,,Archaeology,OK,,,,article_texts\XLIII_1912_10.txt,2026-05-27T20:02:35.812453,,,,,,0,,,,
MASTER_00287,source_b,,_1913_01,1913,1913,1913,,,One of the World's Literary Masterpieces INTRODUCTION TO A GREAT CHINESE EPIC OR RELIGIOUS ALLEGORY,Timothy Richard,,,translator,article,1,10,https://babel.hathitrust.org/cgi/pt?id=chi.13256147&seq=301,21935,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.43-45 1912-14.txt,2026-06-08T12:02:34,,,,,,0,,,,
MASTER_00288,source_b,,_1913_02,1913,1913,1913,,,THE STATE RELIGION OF CHINA DURING THE MANCHU DYNASTY.,E. T. WILLIAMS,,Peking,author,article,10,45,https://babel.hathitrust.org/cgi/pt?id=chi.13256147&seq=313,99534,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.43-45 1912-14.txt,2026-06-08T12:02:34,,,,,Confucianism,1,,,,
MASTER_00289,source_b,,_1913_04,1913,1913,1913,,,A STUDY IN THE LIFE AND PHILOSOPHY OF WANG YANG MING,FREDERICK goodrich HENKE,Ph.D.,NANKING,author,article,46,64,https://babel.hathitrust.org/cgi/pt?id=chi.13256147&seq=364,54461,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.43-45 1912-14.txt,2026-06-08T12:02:34,,,,,,0,,,,
MASTER_00290,source_b,,_1913_05,1913,1913,1913,,,CHINESE EMBROIDERY AND OTHER ART TEXTILE WORK*,ARTHUR STANLEY,M.D.,Shanghai,author,article,64,75,https://babel.hathitrust.org/cgi/pt?id=chi.13256147&seq=385,40835,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.43-45 1912-14.txt,2026-06-08T12:02:34,,,,,,0,,,,
MASTER_00291,source_b,,_1913_06,1913,1913,1913,,,MONGOLIA AFTER THE GENGHI-ZIDES AND BEFORE THE MANCHUS.,E. PARKER,,,author,article,76,99,https://babel.hathitrust.org/cgi/pt?id=chi.13256147&seq=408,70269,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.43-45 1912-14.txt,2026-06-08T12:02:34,,,,,,0,,,,
MASTER_00292,source_b,,_1913_07,1913,1913,1913,,,OMEI SAN: THE SACRED MOUNTAIN OF WEST CHINA,"SHIELDS, E. T.",M.D.,,author,article,100,109,https://babel.hathitrust.org/cgi/pt?id=chi.13256147&seq=432,27490,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.43-45 1912-14.txt,2026-06-08T12:02:34,,,,,travel and general descriptions,1,,,,
MASTER_00293,source_b,,_1913_08,1913,1913,1913,,,CHECK LIST OF BIRDS OF THE LOWER YANGTSE VALLEY FROM HANKOW TO THE SEA.,"Moffett, Lacy I.; Gee, N. Gist",,,author,article,111,142,https://babel.hathitrust.org/cgi/pt?id=chi.13256147&seq=443,53867,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.43-45 1912-14.txt,2026-06-08T12:02:34,,,,,,0,,,,
MASTER_00294,source_b,,_1913_03,1913,1913,1913,,,OF THE LOWER YANGTSE VALLEY,,,,unknown,note,131,131,https://babel.hathitrust.org/cgi/pt?id=chi.13256147&seq=463,1625,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.43-45 1912-14.txt,2026-06-08T12:02:34,,,,,,0,,,,
MASTER_00295,source_a,XLV_1914_02,,1914,1914,1914,XLV,2,ON THE SOURCES OF CHINESE TAOISM,RICHARD WILHELM,Dr. Theol.,,author,article,23,34,,31216,,Philosophy,OK,,,,article_texts\XLV_1914_02.txt,2026-05-27T22:26:23.975014,,,,,,0,,,,
MASTER_00296,source_a,XLV_1914_03,,1914,1914,1914,XLV,3,"""INK REMAINS,"" by AN I-CHOU¹",JOHN C. FERGUSON,Ph.D.,,author,article,35,43,,15800,,Literary Studies,OK,,,,article_texts\XLV_1914_03.txt,2026-05-27T22:26:56.155665,,,,,,0,,,,
MASTER_00297,source_a,XLV_1914_04,,1914,1914,1914,XLV,4,THE COLLECTION OF CHINESE REPTILES IN THE SHANGHAI MUSEUM,Arthur Stanley,"M.D., Lond.",Shanghai Museum,author,article,43,53,,14496,,Herpetology,OK,,,,article_texts\XLV_1914_04.txt,2026-05-27T22:27:30.231120,,,,,,0,,,,
MASTER_00298,source_a,XLV_1914_05,,1914,1914,1914,XLV,5,THROUGH THE LAND OF DEEP CORROSIONS¹ FROM BATANG TO MENKONG,J. HUSTON EDGAR,Rev. F.R.G.S.,,author,article,54,69,,38843,"BATANG, 巴塘; MENKONG, Mangkang, 芒康",Geography,OK,,,,article_texts\XLV_1914_05.txt,2026-05-27T22:28:30.563826,,,,,,0,,,,
MASTER_00299,source_a,XLV_1914_06,,1914,1914,1914,XLV,6,THE GREAT WEAL: OR A CHRISTMAS JOURNEY TO THE HUANGHO MOUTH,J. HUSTON EDGAR,"Rev., F.R.G.S.",,author,article,70,86,,30473,"HUANGHO, Yellow River, 黄河",Geography,OK,,,,article_texts\XLV_1914_06.txt,2026-05-27T22:29:34.012692,,,,,,0,,,,
MASTER_00300,source_a,XLV_1914_07,,1914,1914,1914,XLV,7,NOTES ON TEMPERATURES IN HIGH ALTITUDES ON THE TIBETAN BORDER.,J. HUSTON EDGAR,"Rev., F.R.G.S.",,author,article,89,96,,22055,,Meteorology,OK,,,,article_texts\XLV_1914_07.txt,2026-05-27T22:30:03.823481,,,,,,0,,,,
MASTER_00301,source_a,XLV_1914_08,,1914,1914,1914,XLV,8,THE ORACLE-BONES FROM HONAN.,SAMUEL COULING,M.A.,,author,article,99,113,,30061,"HONAN, Henan Province, 河南省",Archaeology,OK,,,,article_texts\XLV_1914_08.txt,2026-05-27T22:30:58.334979,,,,,,0,,,,
MASTER_00302,source_a,XLV_1914_09,,1914,1914,1914,XLV,9,CHINESE WOOD CARVING,ARTHUR STANLEY,Curator,Shanghai Museum,author,article,114,134,,30132,,Art History,OK,,,,article_texts\XLV_1914_09.txt,2026-05-27T22:32:17.269222,,,,,,0,,,,
MASTER_00303,source_a,XLV_1914_10,,1914,1914,1914,XLV,10,A CHINESE SUN-DIAL.,C. du BOIS-REYMOND,Prof. Dr.,,author,article,137,141,,12687,,History,OK,,,,article_texts\XLV_1914_10.txt,2026-05-27T22:32:35.230599,,,,,arts and archaeology,1,85-90,,,
MASTER_00304,source_a,XLV_1914_11,,1914,1914,1914,XLV,11,REMINISCENCESOF ACHINESE VICEROY'S SECRETARY1Being the Opinions and Recollections of a Secretary onthe Staff of the late Viceroy Chang Chih-tungfor over twenty years,ARDSHEAL,,,translator_annotator,article,144,163,,47805,,Biography / History,OK,,,,article_texts\XLV_1914_11.txt,2026-05-27T22:33:47.402120,,,,,,0,,,,
