master_id,filename,title,author,year,decade,L1,L2,language,cleaned_full_text_path,analysis_text_path,model_source_column,model_token_count_before_df,model_token_count_after_df,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19
MASTER_00259,1891_05.txt,Wei - ch ' i *,"Volpicelli, Z. H.",1891,1890,Anthropology and Social Customs,Manners and customs,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1891_05.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1891_05.txt,analysis_text,7161,2055,8.030042899149141e-7,1.9670151445610817e-8,1.830268846321935e-6,9.592001048340033e-6,5.0015946801087376e-5,2.1590783883388265e-7,6.188104854141882e-7,2.935566904453952e-4,7.738561027953522e-8,7.906197168383313e-6,5.022214026805122e-7,1.0150509008785223e-4,0.9982077657813763,2.9007551063293724e-4,3.031967938767465e-4,9.560158193086738e-7,5.913799826122369e-4,1.1841017640344823e-4,1.0762496971720723e-5,1.081004813122909e-5
MASTER_00260,1891_06.txt,Militant spirit of the Buddhist clergy in China,"Groot, J. J. M. de",1891,1890,Religion and Philosophy,Buddhism,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1891_06.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1891_06.txt,analysis_text,4671,1264,1.8955302342172776e-5,9.72122294123144e-7,2.472513788052744e-5,0.002339757986112694,2.7556415865553387e-4,1.8971788484676068e-5,0.5138627932397919,0.004570203015415356,3.639217523997475e-5,0.0010839982350197416,0.020369739690253855,0.060005771110997884,0.08386096433245009,0.2174421759831833,0.08826200012263882,8.513317331393326e-5,0.004883272433495445,0.0019988587017112473,6.45647260504095e-4,2.1410403021505003e-4
NA,1910_01.txt,NA,NA,1910,1910,Unknown,Unknown,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1910_01.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1910_01.txt,analysis_text,9636,2581,9.99162318453778e-4,1.96538669302507e-7,0.003934325605934389,2.326276426391361e-5,7.105770089614957e-4,9.866977552860402e-5,1.7777724766125788e-4,0.00813356002284211,1.482392336776825e-4,2.8592394186484934e-4,7.74907845645219e-6,9.672732574904118e-5,0.8009813888352849,0.003880219274321301,0.13882318745179098,2.0729450838245555e-5,0.029337086581443083,0.0111647596899022,5.622122473955654e-6,0.0011708357318825798
MASTER_00326,1910_02.txt,"Music of China, The *","Kingsmill, T. W.",1910,1910,Arts and Archaeology,Music,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1910_02.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1910_02.txt,analysis_text,12183,3040,1.3285715181725447e-6,3.3326175937880254e-7,1.2452959977706955e-4,3.4156406836632844e-7,0.1485403012036876,2.900600325789588e-4,2.5733766265453998e-5,0.6870998553962887,2.142672489495711e-6,2.398682989859166e-5,9.89086307282085e-6,0.0010077616352537502,0.05296652347076274,0.0012614103510565694,5.498366822999196e-4,5.404217454398143e-5,0.1076879568691723,4.669160578986805e-6,4.281095709338079e-5,3.064849378342199e-4
MASTER_00328,1910_03.txt,Burial customs in Sz - chuan *,"Torrance, T.",1910,1910,Anthropology and Social Customs,Manners and customs,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1910_03.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1910_03.txt,analysis_text,7767,2155,7.550915099839532e-4,8.284886747841118e-7,4.85887496307772e-6,8.287116655616104e-4,0.1117469809489266,0.0036378686574719474,6.109272899557634e-5,0.0014470436949573756,3.3141036335592595e-5,0.048046421761545784,8.226433290391598e-4,0.3519548525601349,0.002477974889006193,0.14067498538540366,0.2085107249020892,1.011180994146751e-4,0.0013983440207872796,0.0014686145954076663,0.03602100720301421,0.09000769564828649
MASTER_00324,1910_04.txt,"Christian monument at Hsi - an - fu, The","Moule, A. C.",1910,1910,Arts and Archaeology,Archaeology,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1910_04.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1910_04.txt,analysis_text,17442,4685,7.247145053472962e-7,1.365509578437473e-6,2.6148455853086184e-4,1.627680569105392e-5,0.007874090314302322,2.31781949777501e-4,0.28568147328053894,0.018538033065495455,1.118778098100364e-6,9.329936308295006e-5,0.08629715472973207,0.25446108159473,0.060053112075325966,0.19220151312599687,1.9865683522484972e-4,1.1984893235310383e-5,0.09324657238747135,3.2443741117489536e-4,4.669636199535219e-4,3.887498755506026e-5
NA,1911_01.txt,NA,NA,1911,1910,Unknown,Unknown,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1911_01.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1911_01.txt,analysis_text,136122,36687,3.909899326580162e-6,2.4123904526241323e-7,2.0860930858998867e-5,2.064054378533974e-5,5.340988399335283e-7,8.598116006085046e-6,5.71834188014784e-6,5.803323583994901e-7,6.775109896170893e-7,7.774591571112362e-5,8.344522259477491e-6,3.833663674259682e-6,3.566492701066915e-5,2.5788561209691973e-5,7.877369034057688e-5,5.1386583608238635e-9,2.0294883723195885e-5,0.9996263587917441,1.2550756739927228e-5,4.887813583805907e-5
INDEX_00340,1913_01.txt,One of the World's Literary Masterpieces,Timothy Richard.Litt.D.,1913,1910,Literature and Language,Literature,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1913_01.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1913_01.txt,analysis_text,4665,1258,9.823196721627342e-5,1.7785200670334375e-6,0.012113879996733188,2.10463531448314e-4,7.332112008964057e-4,0.0012824415244235376,0.11589997451475277,0.1072043973304515,2.106458766988428e-4,2.8137317879993874e-4,0.06664754870981374,0.0030381474228645075,0.26404521374975887,0.2301327810535637,0.0026370289103241538,0.003125647890074962,0.1875995938833488,0.004608890806177017,9.186888706110992e-6,1.1956304388097574e-4
MASTER_00340,1913_02.txt,"State religion of china during the Manchu Dynasty, The *","Williams, E. T.",1913,1910,Religion and Philosophy,Confucianism,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1913_02.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1913_02.txt,analysis_text,21279,6238,4.851027579660851e-6,2.072382911066964e-8,1.3607520336031818e-7,9.616960031779657e-7,0.08154330563747729,2.665929736998613e-4,3.978340624417924e-5,0.008413906186418746,1.3908978707294566e-7,2.552252512404264e-4,9.601892182760461e-5,0.019485053606350514,0.0012881334283553919,0.887871145962062,3.566196320870037e-4,1.8485356140396548e-4,1.8488522460260832e-4,8.633707569809165e-7,1.6046646309542894e-6,5.899560439436252e-6
NA,1913_03.txt,NA,NA,1913,1910,Unknown,Unknown,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1913_03.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1913_03.txt,analysis_text,423,75,0.9870266661714091,2.3025031123051697e-5,1.0402268172109639e-4,2.1027664607980765e-5,7.266836516060406e-4,0.002206310330042637,1.0292496696386763e-6,2.8518737421397742e-5,0.0014344965475613205,0.0010170111563921785,1.5908107121117041e-6,3.448802784786721e-4,5.559958269045759e-4,5.362232358876728e-4,0.0030736466075927792,7.14163043216702e-4,7.018368307724577e-4,6.354060796575732e-4,3.1525294765027916e-6,8.443135357468807e-4
MASTER_00341,1913_04.txt,The philosophy of Wang Yang Ming,"Henke, F. G.",1913,1910,Religion and Philosophy,Philosophy,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1913_04.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1913_04.txt,analysis_text,11730,3442,7.543404407778341e-5,1.0837886601534845e-6,4.9619845702241815e-6,0.0023842986023885258,3.581738410977791e-4,5.854562226380548e-5,2.587739328702026e-4,3.076011309005815e-4,3.8052989123554897e-7,7.585730338261413e-4,2.996995235928469e-4,0.06583230669043423,0.6818569762351068,0.20905278734996469,0.0018332972902069975,2.3497701778431375e-6,0.004356072220096968,0.0320783074783488,3.566452724775097e-4,1.2373165904635855e-4
INDEX_00343,1913_05.txt,Chinese Embroidery and Other Art Textile Work,"Stanley, A.",1913,1910,Arts and Archaeology,Art,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1913_05.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1913_05.txt,analysis_text,9513,2520,0.00015081769807133184,4.179579964338219e-6,7.75944261677752e-5,2.385015580437218e-7,0.8372155501910729,0.008059597468205889,3.4082250859208985e-6,4.1581742049820523e-4,1.965141546952787e-5,5.598623767545634e-5,5.88366211287383e-7,7.6048085320576e-4,0.0026949037358415897,3.235593194897513e-4,4.413853798096046e-4,1.556931936629859e-4,0.1488040893413245,1.2853236283926328e-5,1.8370710062889947e-4,6.19898309772397e-4
MASTER_00339,1913_06.txt,Mongolia after the Genghizides and before the Manchus,"Parker, E. H.",1913,1910,History and Chronology,History,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1913_06.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1913_06.txt,analysis_text,15378,3577,3.676866181794503e-5,1.529840803908056e-6,6.110465210460885e-5,0.0010211023930629525,1.6907746129845373e-4,0.010766860952311195,0.0011261530135688901,0.04828839312471169,6.320644254173425e-5,0.0011264110830850641,0.580537637227164,0.002649485446366947,5.114061411860218e-4,0.1382853426183554,0.031200538781752156,2.217714143047464e-5,0.003244120481464254,0.17941413138551604,5.653536528194955e-4,9.091994986390445e-4
MASTER_00342,1913_07.txt,Omei San : the sacred mountain of West China,"Shields, E. T.",1913,1910,Geography and Travel,Travel,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1913_07.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1913_07.txt,analysis_text,6084,1704,0.005226646887739648,4.2502131256403926e-7,3.1872955654357524e-4,6.603908234813176e-4,0.020752444650966373,0.08859346646612462,5.9098099822092584e-5,0.010951631781970821,5.6827811693079256e-5,0.49683983921314445,8.767461018645061e-4,0.026430829019059212,0.009464340680485456,0.19731001741251475,0.05459930885318861,2.0946889553745694e-4,0.0024521170684084375,0.0023564812464836877,4.335533320122949e-5,0.08279783507645815
NA,1913_08.txt,NA,NA,1913,1910,Unknown,Unknown,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1913_08.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1913_08.txt,analysis_text,13944,2988,0.999412962936849,1.931268905625183e-6,3.8535234766078305e-6,6.897892366319784e-7,2.9819904940852464e-5,1.1438718322789843e-4,7.14158760809318e-9,2.202923657141556e-7,9.765590005591071e-5,5.674193422877566e-5,8.758015373303384e-9,1.1754151490306796e-5,1.755711969305477e-5,1.4417175817926147e-5,1.3088348048289212e-4,4.479560089538758e-5,1.7582286119135053e-5,1.6292994906635994e-5,6.281708456707601e-8,2.8375740620466555e-5
MASTER_00366,1916_01.txt,Early Chinese bronzes *,"Ferguson, J. C.",1916,1910,Arts and Archaeology,Bronzes,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1916_01.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1916_01.txt,analysis_text,4893,1390,5.475748645156893e-5,7.432113936841917e-6,2.36424380631224e-5,2.9730458157886848e-5,0.06075662488788005,3.7720565594242134e-4,4.2750292072495234e-5,0.0025892111065406375,3.2850192428467848e-6,1.3060430179881422e-4,9.632930576966163e-5,0.45024018842225766,0.10493644643109667,0.009217517959391434,1.314567263332711e-4,2.2014112089118992e-5,0.3677731293209176,6.995677352313482e-5,0.003105170506887334,3.9254668164711236e-4
NA,1916_02.txt,NA,NA,1916,1910,Unknown,Unknown,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1916_02.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1916_02.txt,analysis_text,13722,3847,3.877204854826338e-5,1.4636247360257435e-5,1.0066126879000854e-4,0.004095645656147563,1.2636790349149004e-4,1.755672769585055e-4,0.044063582299536996,0.04601617405630337,6.407227175932467e-5,2.904511941388724e-4,0.07333123019188602,0.15016831324044916,0.2455883310838932,0.09173709293490546,0.0014039797854832245,4.2509222326170375e-5,0.31552570113845607,0.02658532995059427,2.3612138210324493e-4,3.954608468688679e-4
MASTER_00368,1916_03.txt,Notes on the flora of the W. Ssuch ' uan Mountains,"Ward, F. K.",1916,1910,Natural Sciences,Botany,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1916_03.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1916_03.txt,analysis_text,5667,1471,0.010022162074382328,2.4799009059926265e-4,0.0448731039067942,2.3714217322076854e-4,8.534884411446658e-4,0.5651524411100016,1.7307054607611107e-6,4.7014032999976733e-4,8.557449643507623e-4,0.01994396555223074,2.3980781931090092e-5,5.204698190677337e-5,1.933529128023539e-5,4.178641727391784e-6,7.803409752178686e-5,0.06837627126709078,3.472605279821759e-4,1.4018063929002364e-4,5.0883783677724e-6,0.2882957140447172
MASTER_00367,1916_04.txt,"Freshwater sponges from the T'ai Hu (Great Lake) of the Kiangsu Province, China","Annandale, N.",1916,1910,Natural Sciences,Zoology,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1916_04.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1916_04.txt,analysis_text,1818,421,0.16831319477658013,8.312555373523003e-5,5.73727054406907e-4,1.861901652838761e-5,5.206977985568975e-4,0.8151224155637521,1.533258234259644e-7,4.414685230042356e-5,0.0011170971154956409,0.002133909872070396,2.484800572240767e-6,5.6845651250061524e-5,1.4784686221441959e-5,7.646818122647618e-6,2.4210349582196036e-4,8.291887384617577e-4,5.928718332181262e-4,1.1675049234124613e-4,1.0137787076351463e-6,0.010209222776033252
MASTER_00369,1916_05.txt,Recent research upon the mammalia of North China,"Sowerby, A. de C.",1916,1910,Natural Sciences,Zoology,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1916_05.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1916_05.txt,analysis_text,14343,3471,0.10156591362094003,9.593440954051534e-5,7.584488166003269e-4,1.1347814508914528e-5,7.39835986648636e-5,0.16902774072074003,2.3198624841624792e-7,1.843143409911273e-5,0.6496326301282582,2.2848095630926982e-4,5.71749043906013e-6,1.6483222434470346e-5,4.2397346948899936e-7,1.9592914213748675e-7,1.8305921905663965e-4,4.783730336604982e-4,5.226826243242623e-4,7.703011480278838e-5,5.257128107043469e-6,0.0772976337786538
MASTER_00372,1916_06.txt,Two new species of Chinese snakes *,"Stanley, A.",1916,1910,Natural Sciences,Zoology,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1916_06.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1916_06.txt,analysis_text,1056,262,0.44135763883109036,7.757658358231964e-5,3.3954976306710334e-4,6.059326757021456e-6,0.09531597321788743,0.4471601977621908,1.308573246017694e-7,7.068166813226698e-5,5.750520633311473e-4,0.004892836702191132,6.213681740259818e-7,4.082581244086786e-4,2.71856021362085e-4,9.775846730435418e-5,0.0015396060523259285,0.002211192932788908,0.0016048327862075026,1.0473989927946803e-4,5.354463501183543e-6,0.003960083109093757
MASTER_00370,1916_07.txt,Some notes on the history and folk lore of old Shanghai,"Parker, A. P.",1916,1910,History and Chronology,History,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1916_07.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1916_07.txt,analysis_text,8934,2514,9.542039155701937e-4,4.970491026001406e-7,3.073096089756407e-4,0.02700442834328015,8.244280789691199e-4,8.981861099048114e-4,0.0013475114419468266,0.04265219557644777,4.536299898227143e-5,0.10545393663139993,0.007231213686472654,0.11000708463072793,0.004445058515966874,0.2993296004010384,0.09152656934130834,5.223655211131337e-6,0.06006014148200122,0.21933475449724965,0.0018501175495965992,0.02672217648584798
MASTER_00371,1916_08.txt,Survey of the work by Western students of Chinese history,"Latourette, K. S.",1916,1910,History and Chronology,History,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1916_08.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1916_08.txt,analysis_text,5784,1542,1.8669321817292602e-4,8.021936317797291e-5,3.316413052653924e-4,0.005066698989208246,1.0695705497865124e-4,0.030171893718838716,0.011924953219911445,0.016514804847876517,0.0032726545822124235,4.3509864326524367e-4,0.08652315792445535,0.042751189454494194,2.3947237585105304e-4,3.7590492235834935e-4,2.066839208976907e-4,1.9578619192893456e-4,0.7775697400025439,0.008844299113563957,6.896905594275607e-4,0.014512460591571035
MASTER_00213,1916_09.txt,Where was Ta - ts ' in ?,"Allen, H. J.",1886,1880,Geography and Travel,Geography,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1916_09.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1916_09.txt,analysis_text,11301,2920,3.831093019302072e-6,1.0123293240802065e-6,3.5710727457361854e-5,7.966593597588488e-4,5.435630104617374e-5,9.390560204406369e-6,3.0535246545405545e-4,2.0012817597303147e-4,1.5020916081312088e-6,2.755924629290871e-4,0.004706053482093645,0.025779237872912076,0.07711178826579534,0.03889533366787504,6.388368824398858e-4,3.431009106596711e-7,0.00307075147758945,0.8471997724461855,8.540513562774093e-4,6.0295881146788866e-5
MASTER_00389,1917_01.txt,"Vows of Amida, The","Inglis, J. W.",1917,1910,Religion and Philosophy,Buddhism,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1917_01.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1917_01.txt,analysis_text,5193,1381,1.3821870349850444e-4,5.496062848691665e-5,3.1482985592452204e-4,2.4823830766584865e-5,0.003296461280700907,0.0016570610797496232,0.3037268330896071,0.012864600467964343,0.0016210549301466355,3.381641632910833e-5,4.2871587942588225e-4,0.0018448672825789804,0.14002853330769324,0.05744315423456495,0.0030228508256027243,0.003690749991778586,0.4690653142742128,4.3793816085282717e-4,2.269523447173442e-5,2.825205256439744e-4
MASTER_00384,1917_02.txt,"Nestorian share in Buddhist translation, The","Inglis, J. W.",1917,1910,Religion and Philosophy,Buddhism,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1917_02.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1917_02.txt,analysis_text,1857,467,1.5018502300924333e-4,4.487724744553221e-6,8.838212861046275e-4,7.502579484690407e-4,0.0013646597536917692,0.011138232098797851,0.3143376810304774,0.07152788448249678,1.211172202504707e-4,0.014888712927565552,0.01081947178997679,0.03846266693599755,0.24624242296249135,0.14054566884516254,0.0050404166181961686,1.9822013897409022e-4,0.1383784073368652,0.0019545148097956633,1.8040926621002297e-5,0.003173130140312048
MASTER_00381,1917_03.txt,Magical practice in China,"Chatley, H.",1917,1910,Religion and Philosophy,Religion,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1917_03.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1917_03.txt,analysis_text,2616,689,3.5204888323573324e-4,7.05393893733625e-7,4.322459775450229e-5,9.167009417942956e-5,0.0011141864349754488,5.410922085692216e-4,0.0012422418407368914,0.024393593637547447,2.547093777996837e-4,1.0578689801806458e-4,5.544788769625623e-5,0.0011337485035645056,0.1858639462819011,0.07011286586347332,0.1420934467791932,3.716444091863949e-5,0.5712248852833841,6.975994147860519e-4,2.1968639584418864e-5,6.196675387884958e-4
MASTER_00381,1917_04.txt,Magical practice in China,"Chatley, H.",1917,1910,Religion and Philosophy,Religion,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1917_04.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1917_04.txt,analysis_text,8613,2246,2.4498779375792647e-4,3.316341915849233e-7,1.137485678131173e-4,8.308487926297224e-5,9.163923700847786e-4,0.007783267926238456,5.223344576104344e-4,0.08500281359820253,1.733945568522645e-4,3.037422227711619e-4,9.849645097764257e-5,9.133348498168949e-4,0.2609703338128965,0.04964584615870161,0.04884698911751992,4.865445092989998e-5,0.5384402532364335,4.8675972531347244e-4,6.194788044169414e-6,0.005399039402581391
MASTER_00376,1917_05.txt,"Dragon, The","Hodous, L.",1917,1910,Anthropology and Social Customs,Mythology,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1917_05.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1917_05.txt,analysis_text,8151,2321,0.04758392182947245,5.4154237177766397e-5,6.976478009600054e-5,0.013551452719088555,0.019628082748064036,0.00134120722832081,6.996658588862835e-6,0.08097274126475777,3.136646641523258e-4,0.007931828536709365,2.507289169618389e-4,0.01780914846683823,0.039216475321602697,0.6901984090734834,0.04727903315903632,0.019938341489215874,0.0023207671370873645,1.9507284164374896e-4,3.64150229513392e-4,0.010974058698188821
MASTER_00375,1917_06.txt,"Country and some customs of the Szechwan Mantze, The","Edgar, J. H.",1917,1910,Anthropology and Social Customs,Ethnology,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1917_06.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1917_06.txt,analysis_text,8994,2255,4.1034723568018276e-4,6.437287661890117e-6,0.006099197725956764,0.023861668425843755,0.0010563450804711482,0.31298139407466286,7.383860111471182e-4,0.058005715286952315,6.377321664244061e-4,0.057932682817871936,0.06313834273022556,0.002466307875090746,0.0854445135328227,0.02968147894158884,0.12751348054273856,1.5636214483736986e-4,0.06743361309526284,0.045762489245181094,3.289898394891454e-4,0.11634451594009083
MASTER_00330,1917_07.txt,T'ai Shan *,"Moule, A. C.",1912,1910,Religion and Philosophy,Religion,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1917_07.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1917_07.txt,analysis_text,8214,2334,1.4811197301511166e-4,2.5898791206314346e-7,1.1249504148310775e-4,6.270907878157758e-4,0.023011142846099782,0.005841703395957429,4.112901067659058e-4,0.005717640698211722,2.725249770582363e-6,0.07893221106556407,0.0036430583041976573,0.1075654462795822,0.05709133667680686,0.6920782070715339,0.0014451845603841236,2.1257454286704956e-4,0.0011268732075495247,7.344207946757423e-4,1.5189245359002528e-4,0.021146335956217392
MASTER_00380,1917_08.txt,Land birds and others met with at sea off the coast of China in 1915,"Laver, H. E.",1917,1910,Natural Sciences,Zoology,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1917_08.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1917_08.txt,analysis_text,6816,1841,0.8203898469633715,4.927362717089096e-6,0.018792275293574103,1.9642193128529352e-4,3.697648260713668e-4,0.0010036666547650532,1.4323425437650754e-6,1.7359360412728448e-5,1.937621590193699e-4,0.13207974079776835,1.4278652257746935e-7,2.6829676842826747e-5,3.5271745243426074e-4,1.260765699215529e-4,0.021879540990932346,4.10365478137864e-5,1.276867889898255e-4,0.001727720433513281,1.5189563907241748e-6,0.0026675321051099162
MASTER_00382,1917_09.txt,"Method of making ink rubbings, The *","Stanley, A.",1917,1910,Arts and Archaeology,Art,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1917_09.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1917_09.txt,analysis_text,876,219,0.003195701660716255,0.0031834447366528257,6.959755650112041e-4,3.69099487912257e-4,0.29842267882412027,0.10556154193394164,7.022057258485739e-5,0.002576179888828748,2.8624691966830287e-4,0.011907254380195726,5.307096391085974e-4,0.21125840386401284,0.005776409794192863,0.006094303544552356,7.442633927575054e-4,0.0014967196044303815,0.03148169080422184,5.358203919517122e-4,0.024728984971575833,0.2910843500235638
MASTER_00388,1917_10.txt,Stone implements on the Upper Yangtze and Min Rivers *,"Edgar, J. H.",1917,1910,Arts and Archaeology,Archaeology,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1917_10.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1917_10.txt,analysis_text,1323,323,0.003964373964459708,6.181359026542696e-6,0.0017889692915131728,6.72785872918057e-4,0.02809247726034296,0.06302285588100351,2.3101002705288592e-4,0.10462998633506762,5.781049065031899e-4,0.15704249929760833,4.1161240438017973e-4,0.03251938983163827,0.0031176630628209708,0.0069629806769912605,0.05211406928345011,1.0111076557211688e-4,0.061492091915022015,2.477120902928034e-4,8.983943979353398e-4,0.4821057313764009
MASTER_00383,1917_11.txt,"Morrison Library, The G. E.","Couling, S.",1917,1910,Literature and Language,Literature,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1917_11.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1917_11.txt,analysis_text,1530,413,0.01709873745367265,2.9559086499590003e-4,9.95623299052266e-5,0.002047716904143344,0.004007971136850254,0.0036798043013269543,4.3089981500337154e-4,1.0050813122530389e-4,0.0015746205977823135,5.182967837873211e-4,0.0020897085754556168,0.09065221733774044,0.009148700665447825,0.004229874459377516,0.0025727192827188633,1.8617311155031847e-4,0.6754888515229033,0.17608984283582607,0.00890062377889156,7.875801113957393e-4
MASTER_00379,1917_12.txt,"Kinship of the English and Chinese languages, The","Lanning, G.",1917,1910,Literature and Language,Language and languages,en,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_readable_texts_header_removed\1917_12.txt,C:\ras_text_analysis\files_for_text_analysis\outputs\cleaned_wordbag_text_header_removed\1917_12.txt,analysis_text,6189,1574,0.011426110050578166,0.0013700059216387767,3.203390968869666e-4,0.0016169867520625274,0.00525857141553441,0.003841919072046394,8.089767939844099e-4,0.1293473167097029,4.925624870577717e-4,0.05683580103777734,1.2675571266808905e-4,0.0020821766485887446,0.01896067943015984,0.006197069833864118,0.061518462248245545,0.0038479301402686403,0.6923725134493693,0.002314835677320034,3.255652070387109e-5,0.0012284310015421881
