K,topic_id,rank,theta,master_id,title,author,year,decade,L1,topic_label
25,5,9,0.6475525016363322,MASTER_00250,Chinese architecture,"Edkins, J.",1889,1880,Arts and Archaeology,"FREX: architecture, monuments, pagodas, towers, pagoda, chinese_art, cave, tower, temples, roof | Prob: temple, tai, stone, feet, art, wall, temples, buddhist, peking, pagoda | Representative: Chinese pagodas; Chinese Embroidery and Other Art Textile Work; Chinese wood carving *; Relation of Chinese and Siamese, The *"
25,5,10,0.5451961439050235,MASTER_00119,On the Antiquities of Cambodia,"Thompson, J.",1871,1870,Arts and Archaeology,"FREX: architecture, monuments, pagodas, towers, pagoda, chinese_art, cave, tower, temples, roof | Prob: temple, tai, stone, feet, art, wall, temples, buddhist, peking, pagoda | Representative: Chinese pagodas; Chinese Embroidery and Other Art Textile Work; Chinese wood carving *; Relation of Chinese and Siamese, The *"
25,5,11,0.5193821878162002,MASTER_00250,Chinese architecture,"Edkins, J.",1889,1880,Arts and Archaeology,"FREX: architecture, monuments, pagodas, towers, pagoda, chinese_art, cave, tower, temples, roof | Prob: temple, tai, stone, feet, art, wall, temples, buddhist, peking, pagoda | Representative: Chinese pagodas; Chinese Embroidery and Other Art Textile Work; Chinese wood carving *; Relation of Chinese and Siamese, The *"
25,5,12,0.507231146263944,MASTER_00460,Modern travel from Tai Yuan Fu via Mount Wu Tai to the Mongolian frontier,"Fischer, E. S.",1923,1920,Geography and Travel,"FREX: architecture, monuments, pagodas, towers, pagoda, chinese_art, cave, tower, temples, roof | Prob: temple, tai, stone, feet, art, wall, temples, buddhist, peking, pagoda | Representative: Chinese pagodas; Chinese Embroidery and Other Art Textile Work; Chinese wood carving *; Relation of Chinese and Siamese, The *"
25,6,1,0.9811823047853048,MASTER_00139,Narrative of recent events in Tong - king,"Cordier, H.",1874,1870,History and Chronology,"FREX: tong_king, garnier, prophet, nous, mohammed, noi, hua_ching, thou, son_king, bishop | Prob: king, son, tong, mohammed, les, prophet, tong_king, religion, garnier, father | Representative: Narrative of recent events in Tong - king; Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster; Corea; Chinese life of Mohammed, A"
25,6,2,0.9281760583418798,MASTER_00136,"Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster","Camajee, D. N.",1874,1870,Religion and Philosophy,"FREX: tong_king, garnier, prophet, nous, mohammed, noi, hua_ching, thou, son_king, bishop | Prob: king, son, tong, mohammed, les, prophet, tong_king, religion, garnier, father | Representative: Narrative of recent events in Tong - king; Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster; Corea; Chinese life of Mohammed, A"
25,6,3,0.8380046537548692,MASTER_00180,Corea,"Scherzer, F., trans. Gould, C.",1883,1880,Anthropology and Social Customs,"FREX: tong_king, garnier, prophet, nous, mohammed, noi, hua_ching, thou, son_king, bishop | Prob: king, son, tong, mohammed, les, prophet, tong_king, religion, garnier, father | Representative: Narrative of recent events in Tong - king; Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster; Corea; Chinese life of Mohammed, A"
25,6,4,0.8013812655094283,MASTER_00423,"Chinese life of Mohammed, A","Mason, I.",1920,1920,Religion and Philosophy,"FREX: tong_king, garnier, prophet, nous, mohammed, noi, hua_ching, thou, son_king, bishop | Prob: king, son, tong, mohammed, les, prophet, tong_king, religion, garnier, father | Representative: Narrative of recent events in Tong - king; Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster; Corea; Chinese life of Mohammed, A"
25,6,5,0.7882304485021953,MASTER_00423,"Chinese life of Mohammed, A","Mason, I.",1920,1920,Religion and Philosophy,"FREX: tong_king, garnier, prophet, nous, mohammed, noi, hua_ching, thou, son_king, bishop | Prob: king, son, tong, mohammed, les, prophet, tong_king, religion, garnier, father | Representative: Narrative of recent events in Tong - king; Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster; Corea; Chinese life of Mohammed, A"
25,6,6,0.7059444328926199,MASTER_00134,"Retrospect of events in China, 1873",Editorial Committee,1873,1870,History and Chronology,"FREX: tong_king, garnier, prophet, nous, mohammed, noi, hua_ching, thou, son_king, bishop | Prob: king, son, tong, mohammed, les, prophet, tong_king, religion, garnier, father | Representative: Narrative of recent events in Tong - king; Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster; Corea; Chinese life of Mohammed, A"
25,6,7,0.667467077167081,MASTER_00491,Some new light on the life and times of Bishop Della Chiesa,"Heeren, J. J.",1925,1920,Religion and Philosophy,"FREX: tong_king, garnier, prophet, nous, mohammed, noi, hua_ching, thou, son_king, bishop | Prob: king, son, tong, mohammed, les, prophet, tong_king, religion, garnier, father | Representative: Narrative of recent events in Tong - king; Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster; Corea; Chinese life of Mohammed, A"
25,6,8,0.6568885029128058,MASTER_00465,Bishop Della Chiesa and the story of his lost grave *,"Heeren, J. J.",1923,1920,Religion and Philosophy,"FREX: tong_king, garnier, prophet, nous, mohammed, noi, hua_ching, thou, son_king, bishop | Prob: king, son, tong, mohammed, les, prophet, tong_king, religion, garnier, father | Representative: Narrative of recent events in Tong - king; Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster; Corea; Chinese life of Mohammed, A"
25,6,9,0.6364693893697247,MASTER_00260,Militant spirit of the Buddhist clergy in China,"Groot, J. J. M. de",1891,1890,Religion and Philosophy,"FREX: tong_king, garnier, prophet, nous, mohammed, noi, hua_ching, thou, son_king, bishop | Prob: king, son, tong, mohammed, les, prophet, tong_king, religion, garnier, father | Representative: Narrative of recent events in Tong - king; Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster; Corea; Chinese life of Mohammed, A"
25,6,10,0.6358332028261734,MASTER_00260,Militant spirit of the Buddhist clergy in China,"Groot, J. J. M. de",1891,1890,Religion and Philosophy,"FREX: tong_king, garnier, prophet, nous, mohammed, noi, hua_ching, thou, son_king, bishop | Prob: king, son, tong, mohammed, les, prophet, tong_king, religion, garnier, father | Representative: Narrative of recent events in Tong - king; Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster; Corea; Chinese life of Mohammed, A"
25,6,11,0.5844430906634565,MASTER_00138,"Notes on the "" Miao - fa - lien - hua - ching "", a Buddhist sutra in Chinese","Watters, T.",1874,1870,Religion and Philosophy,"FREX: tong_king, garnier, prophet, nous, mohammed, noi, hua_ching, thou, son_king, bishop | Prob: king, son, tong, mohammed, les, prophet, tong_king, religion, garnier, father | Representative: Narrative of recent events in Tong - king; Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster; Corea; Chinese life of Mohammed, A"
25,6,12,0.5170510264831432,MASTER_00536,"Mohammedans of China : when, and how they first came, The","Mason, I.",1929,1920,Religion and Philosophy,"FREX: tong_king, garnier, prophet, nous, mohammed, noi, hua_ching, thou, son_king, bishop | Prob: king, son, tong, mohammed, les, prophet, tong_king, religion, garnier, father | Representative: Narrative of recent events in Tong - king; Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster; Corea; Chinese life of Mohammed, A"
25,7,1,0.99926757233746,MASTER_00258,A Comparative table of the ancient lunar asterisms,"Kingsmill, T. W.",1891,1890,Natural Sciences,"FREX: myth, lunar, sanscrit, aryan, solar, calendar, cycle, jupiter, stars, zodiac | Prob: king, modern, sun, indian, language, moon, origin, word, chow, meaning | Representative: A Comparative table of the ancient lunar asterisms; THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS.; The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king ""; Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history"
25,7,2,0.9992324336859628,MASTER_00258,A Comparative table of the ancient lunar asterisms,"Kingsmill, T. W.",1891,1890,Natural Sciences,"FREX: myth, lunar, sanscrit, aryan, solar, calendar, cycle, jupiter, stars, zodiac | Prob: king, modern, sun, indian, language, moon, origin, word, chow, meaning | Representative: A Comparative table of the ancient lunar asterisms; THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS.; The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king ""; Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history"
25,7,3,0.999185067188466,INDEX_00282,"THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS.",Thos. W. KINGSMILL,1898,1890,Anthropology and Social Customs,"FREX: myth, lunar, sanscrit, aryan, solar, calendar, cycle, jupiter, stars, zodiac | Prob: king, modern, sun, indian, language, moon, origin, word, chow, meaning | Representative: A Comparative table of the ancient lunar asterisms; THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS.; The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king ""; Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history"
25,7,4,0.9991163690434572,INDEX_00282,"THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS.",Thos. W. KINGSMILL,1898,1890,Anthropology and Social Customs,"FREX: myth, lunar, sanscrit, aryan, solar, calendar, cycle, jupiter, stars, zodiac | Prob: king, modern, sun, indian, language, moon, origin, word, chow, meaning | Representative: A Comparative table of the ancient lunar asterisms; THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS.; The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king ""; Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history"
25,7,5,0.9990420257658484,MASTER_00158,"The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king ""","Kingsmill, T. W.",1877,1870,Religion and Philosophy,"FREX: myth, lunar, sanscrit, aryan, solar, calendar, cycle, jupiter, stars, zodiac | Prob: king, modern, sun, indian, language, moon, origin, word, chow, meaning | Representative: A Comparative table of the ancient lunar asterisms; THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS.; The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king ""; Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history"
25,7,6,0.998944962430478,MASTER_00158,"The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king ""","Kingsmill, T. W.",1877,1870,Religion and Philosophy,"FREX: myth, lunar, sanscrit, aryan, solar, calendar, cycle, jupiter, stars, zodiac | Prob: king, modern, sun, indian, language, moon, origin, word, chow, meaning | Representative: A Comparative table of the ancient lunar asterisms; THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS.; The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king ""; Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history"
25,7,7,0.9944651388506506,MASTER_00143,Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history,"Kingsmill, T. W.",1875,1870,Anthropology and Social Customs,"FREX: myth, lunar, sanscrit, aryan, solar, calendar, cycle, jupiter, stars, zodiac | Prob: king, modern, sun, indian, language, moon, origin, word, chow, meaning | Representative: A Comparative table of the ancient lunar asterisms; THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS.; The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king ""; Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history"
25,7,8,0.9637843914359066,MASTER_00115,"The Mythical origin of the Chow or Djow Dynasty, as set forth in the ""Shoo-king""","Kingsmill, T. W.",1871,1870,History and Chronology,"FREX: myth, lunar, sanscrit, aryan, solar, calendar, cycle, jupiter, stars, zodiac | Prob: king, modern, sun, indian, language, moon, origin, word, chow, meaning | Representative: A Comparative table of the ancient lunar asterisms; THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS.; The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king ""; Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history"
25,7,9,0.8944621777185192,MASTER_00318,"Two zodiacs (solar and lunar), their origin and connections, The","Kingsmill, T. W.",1907,1900,Natural Sciences,"FREX: myth, lunar, sanscrit, aryan, solar, calendar, cycle, jupiter, stars, zodiac | Prob: king, modern, sun, indian, language, moon, origin, word, chow, meaning | Representative: A Comparative table of the ancient lunar asterisms; THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS.; The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king ""; Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history"
25,7,10,0.8724101582070413,MASTER_00127,"The legend of Wen Wang, founder of the dynasty of the Chows in China","Kingsmill, T. W.",1873,1870,History and Chronology,"FREX: myth, lunar, sanscrit, aryan, solar, calendar, cycle, jupiter, stars, zodiac | Prob: king, modern, sun, indian, language, moon, origin, word, chow, meaning | Representative: A Comparative table of the ancient lunar asterisms; THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS.; The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king ""; Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history"
25,7,11,0.7515436491632822,MASTER_00279,"Chinese system of family relationship and its Aryan affinities, The","Kingsmill, T. W.",1896,1890,Anthropology and Social Customs,"FREX: myth, lunar, sanscrit, aryan, solar, calendar, cycle, jupiter, stars, zodiac | Prob: king, modern, sun, indian, language, moon, origin, word, chow, meaning | Representative: A Comparative table of the ancient lunar asterisms; THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS.; The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king ""; Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history"
25,7,12,0.7497230895493947,MASTER_00163,"The story of Shun, the Emperor","Kingsmill, T. W.",1878,1870,History and Chronology,"FREX: myth, lunar, sanscrit, aryan, solar, calendar, cycle, jupiter, stars, zodiac | Prob: king, modern, sun, indian, language, moon, origin, word, chow, meaning | Representative: A Comparative table of the ancient lunar asterisms; THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS.; The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king ""; Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history"
25,8,1,0.9985780779430666,MASTER_00449,"Partial bibliography of Chinese birds, A","Riley, J. H. and Richmond, C. W.",1922,1920,Natural Sciences,"FREX: orn, bithe, proc, ibis, brit, zool, vols, thos, soc, vide | Prob: manchu, species, orn, peking, birds, chihli, library, vols, bull, ibis | Representative: Partial bibliography of Chinese birds, A; The Vertebrata of the Province of Chihli, with notes on Chinese zoological nomenclature; Recent research upon the mammalia of North China; Essay on Manchu literature"
25,8,2,0.9233442178549462,MASTER_00150,"The Vertebrata of the Province of Chihli, with notes on Chinese zoological nomenclature","Mollendorf, 0. F. von",1877,1870,Natural Sciences,"FREX: orn, bithe, proc, ibis, brit, zool, vols, thos, soc, vide | Prob: manchu, species, orn, peking, birds, chihli, library, vols, bull, ibis | Representative: Partial bibliography of Chinese birds, A; The Vertebrata of the Province of Chihli, with notes on Chinese zoological nomenclature; Recent research upon the mammalia of North China; Essay on Manchu literature"
25,8,3,0.8366140317637242,MASTER_00369,Recent research upon the mammalia of North China,"Sowerby, A. de C.",1916,1910,Natural Sciences,"FREX: orn, bithe, proc, ibis, brit, zool, vols, thos, soc, vide | Prob: manchu, species, orn, peking, birds, chihli, library, vols, bull, ibis | Representative: Partial bibliography of Chinese birds, A; The Vertebrata of the Province of Chihli, with notes on Chinese zoological nomenclature; Recent research upon the mammalia of North China; Essay on Manchu literature"
25,8,4,0.8083589876153924,MASTER_00247,Essay on Manchu literature,"Mollendorf, P. G. von",1889,1880,Literature and Language,"FREX: orn, bithe, proc, ibis, brit, zool, vols, thos, soc, vide | Prob: manchu, species, orn, peking, birds, chihli, library, vols, bull, ibis | Representative: Partial bibliography of Chinese birds, A; The Vertebrata of the Province of Chihli, with notes on Chinese zoological nomenclature; Recent research upon the mammalia of North China; Essay on Manchu literature"
25,8,5,0.350685592594344,MASTER_00049,Birds and beasts of Formosa,"Swinhoe, R.",1865,1860,Natural Sciences,"FREX: orn, bithe, proc, ibis, brit, zool, vols, thos, soc, vide | Prob: manchu, species, orn, peking, birds, chihli, library, vols, bull, ibis | Representative: Partial bibliography of Chinese birds, A; The Vertebrata of the Province of Chihli, with notes on Chinese zoological nomenclature; Recent research upon the mammalia of North China; Essay on Manchu literature"
25,8,6,0.3467249390892863,MASTER_00157,"Sunspots and sun - shadows observed in China, B. C. 28 - A. D. 1617","Hosie, A.",1877,1870,Natural Sciences,"FREX: orn, bithe, proc, ibis, brit, zool, vols, thos, soc, vide | Prob: manchu, species, orn, peking, birds, chihli, library, vols, bull, ibis | Representative: Partial bibliography of Chinese birds, A; The Vertebrata of the Province of Chihli, with notes on Chinese zoological nomenclature; Recent research upon the mammalia of North China; Essay on Manchu literature"
25,8,7,0.3399702580980189,MASTER_00157,"Sunspots and sun - shadows observed in China, B. C. 28 - A. D. 1617","Hosie, A.",1877,1870,Natural Sciences,"FREX: orn, bithe, proc, ibis, brit, zool, vols, thos, soc, vide | Prob: manchu, species, orn, peking, birds, chihli, library, vols, bull, ibis | Representative: Partial bibliography of Chinese birds, A; The Vertebrata of the Province of Chihli, with notes on Chinese zoological nomenclature; Recent research upon the mammalia of North China; Essay on Manchu literature"
25,8,8,0.2420108546741251,MASTER_00555,Why the sinologue should study manchu ?,"Hauer, Erich",1930,1930,Literature and Language,"FREX: orn, bithe, proc, ibis, brit, zool, vols, thos, soc, vide | Prob: manchu, species, orn, peking, birds, chihli, library, vols, bull, ibis | Representative: Partial bibliography of Chinese birds, A; The Vertebrata of the Province of Chihli, with notes on Chinese zoological nomenclature; Recent research upon the mammalia of North China; Essay on Manchu literature"
25,8,9,0.1611604793239059,MASTER_00213,Where was Ta - ts ' in ?,"Allen, H. J.",1886,1880,Geography and Travel,"FREX: orn, bithe, proc, ibis, brit, zool, vols, thos, soc, vide | Prob: manchu, species, orn, peking, birds, chihli, library, vols, bull, ibis | Representative: Partial bibliography of Chinese birds, A; The Vertebrata of the Province of Chihli, with notes on Chinese zoological nomenclature; Recent research upon the mammalia of North China; Essay on Manchu literature"
25,8,10,0.1582708057670459,MASTER_00228,"The Military organization of China prior to 1842, as described by Wei Yuan","Parker, E. H.",1887,1880,Military | Natural Sciences,"FREX: orn, bithe, proc, ibis, brit, zool, vols, thos, soc, vide | Prob: manchu, species, orn, peking, birds, chihli, library, vols, bull, ibis | Representative: Partial bibliography of Chinese birds, A; The Vertebrata of the Province of Chihli, with notes on Chinese zoological nomenclature; Recent research upon the mammalia of North China; Essay on Manchu literature"
25,8,11,0.1547278784072605,MASTER_00118,Chinese legends,"Stent, G. C.",1871,1870,Anthropology and Social Customs,"FREX: orn, bithe, proc, ibis, brit, zool, vols, thos, soc, vide | Prob: manchu, species, orn, peking, birds, chihli, library, vols, bull, ibis | Representative: Partial bibliography of Chinese birds, A; The Vertebrata of the Province of Chihli, with notes on Chinese zoological nomenclature; Recent research upon the mammalia of North China; Essay on Manchu literature"
25,8,12,0.153410486586517,MASTER_00435,"Natural history of China, The","Sowerby, A. de C.",1922,1920,Natural Sciences,"FREX: orn, bithe, proc, ibis, brit, zool, vols, thos, soc, vide | Prob: manchu, species, orn, peking, birds, chihli, library, vols, bull, ibis | Representative: Partial bibliography of Chinese birds, A; The Vertebrata of the Province of Chihli, with notes on Chinese zoological nomenclature; Recent research upon the mammalia of North China; Essay on Manchu literature"
25,9,1,0.9988734398607152,MASTER_00012,"Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow","Ward, J.",1859,1850,Natural Sciences,"FREX: left_bank, right_bank, channel, bank, bore, village, stream, miles, gorge, mile | Prob: river, miles, feet, city, bank, journey, island, stream, hills, village | Representative: Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow; The Bore of the Tsien - tang Kiang (Hang - chau Bay); Itinerary of a jouney through the Provinces of Hoo - pih, Sze - chuen and Shen - se; Notes on a portion of the old bed of the Yellow River an the water supply of the Grand Canal"
25,9,2,0.9987621858577987,MASTER_00012,"Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow","Ward, J.",1859,1850,Natural Sciences,"FREX: left_bank, right_bank, channel, bank, bore, village, stream, miles, gorge, mile | Prob: river, miles, feet, city, bank, journey, island, stream, hills, village | Representative: Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow; The Bore of the Tsien - tang Kiang (Hang - chau Bay); Itinerary of a jouney through the Provinces of Hoo - pih, Sze - chuen and Shen - se; Notes on a portion of the old bed of the Yellow River an the water supply of the Grand Canal"
25,9,3,0.9674443956369336,MASTER_00238,The Bore of the Tsien - tang Kiang (Hang - chau Bay),Moore,1888,1880,Natural Sciences,"FREX: left_bank, right_bank, channel, bank, bore, village, stream, miles, gorge, mile | Prob: river, miles, feet, city, bank, journey, island, stream, hills, village | Representative: Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow; The Bore of the Tsien - tang Kiang (Hang - chau Bay); Itinerary of a jouney through the Provinces of Hoo - pih, Sze - chuen and Shen - se; Notes on a portion of the old bed of the Yellow River an the water supply of the Grand Canal"
25,9,4,0.955890517980282,MASTER_00095,"Itinerary of a jouney through the Provinces of Hoo - pih, Sze - chuen and Shen - se","Wylie, A.",1868,1860,Geography and Travel,"FREX: left_bank, right_bank, channel, bank, bore, village, stream, miles, gorge, mile | Prob: river, miles, feet, city, bank, journey, island, stream, hills, village | Representative: Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow; The Bore of the Tsien - tang Kiang (Hang - chau Bay); Itinerary of a jouney through the Provinces of Hoo - pih, Sze - chuen and Shen - se; Notes on a portion of the old bed of the Yellow River an the water supply of the Grand Canal"
25,9,5,0.9492379393388553,MASTER_00079,Notes on a portion of the old bed of the Yellow River an the water supply of the Grand Canal,"Ellias, N.",1867,1860,Natural Sciences,"FREX: left_bank, right_bank, channel, bank, bore, village, stream, miles, gorge, mile | Prob: river, miles, feet, city, bank, journey, island, stream, hills, village | Representative: Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow; The Bore of the Tsien - tang Kiang (Hang - chau Bay); Itinerary of a jouney through the Provinces of Hoo - pih, Sze - chuen and Shen - se; Notes on a portion of the old bed of the Yellow River an the water supply of the Grand Canal"
25,9,6,0.8375925073501037,MASTER_00306,Irrigation of the Ch'eng tu Plain and beyond *,"Vale, J.",1905,1900,Natural Sciences,"FREX: left_bank, right_bank, channel, bank, bore, village, stream, miles, gorge, mile | Prob: river, miles, feet, city, bank, journey, island, stream, hills, village | Representative: Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow; The Bore of the Tsien - tang Kiang (Hang - chau Bay); Itinerary of a jouney through the Provinces of Hoo - pih, Sze - chuen and Shen - se; Notes on a portion of the old bed of the Yellow River an the water supply of the Grand Canal"
25,9,7,0.8347057672603263,MASTER_00096,Report of an exploration of the new course of the Yellow River,"Ellias, N.",1868,1860,Natural Sciences,"FREX: left_bank, right_bank, channel, bank, bore, village, stream, miles, gorge, mile | Prob: river, miles, feet, city, bank, journey, island, stream, hills, village | Representative: Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow; The Bore of the Tsien - tang Kiang (Hang - chau Bay); Itinerary of a jouney through the Provinces of Hoo - pih, Sze - chuen and Shen - se; Notes on a portion of the old bed of the Yellow River an the water supply of the Grand Canal"
25,9,8,0.7721447400114057,MASTER_00188,"Journey in Chekiang, A","Parker, E. H.",1884,1880,Geography and Travel,"FREX: left_bank, right_bank, channel, bank, bore, village, stream, miles, gorge, mile | Prob: river, miles, feet, city, bank, journey, island, stream, hills, village | Representative: Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow; The Bore of the Tsien - tang Kiang (Hang - chau Bay); Itinerary of a jouney through the Provinces of Hoo - pih, Sze - chuen and Shen - se; Notes on a portion of the old bed of the Yellow River an the water supply of the Grand Canal"
25,9,9,0.7487244531031206,MASTER_00189,"Journey in Fukien, A *","Parker, E. H.",1884,1880,Geography and Travel,"FREX: left_bank, right_bank, channel, bank, bore, village, stream, miles, gorge, mile | Prob: river, miles, feet, city, bank, journey, island, stream, hills, village | Representative: Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow; The Bore of the Tsien - tang Kiang (Hang - chau Bay); Itinerary of a jouney through the Provinces of Hoo - pih, Sze - chuen and Shen - se; Notes on a portion of the old bed of the Yellow River an the water supply of the Grand Canal"
25,9,10,0.7424047053846992,MASTER_00113,Narrative of an exploring visit to Hainan,"Swinhoe, R.",1871,1870,Geography and Travel,"FREX: left_bank, right_bank, channel, bank, bore, village, stream, miles, gorge, mile | Prob: river, miles, feet, city, bank, journey, island, stream, hills, village | Representative: Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow; The Bore of the Tsien - tang Kiang (Hang - chau Bay); Itinerary of a jouney through the Provinces of Hoo - pih, Sze - chuen and Shen - se; Notes on a portion of the old bed of the Yellow River an the water supply of the Grand Canal"
25,9,11,0.7031780024587567,MASTER_00016,Narrative of a visit to the island of Formosa,"Swinhoe, R.",1859,1850,Geography and Travel,"FREX: left_bank, right_bank, channel, bank, bore, village, stream, miles, gorge, mile | Prob: river, miles, feet, city, bank, journey, island, stream, hills, village | Representative: Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow; The Bore of the Tsien - tang Kiang (Hang - chau Bay); Itinerary of a jouney through the Provinces of Hoo - pih, Sze - chuen and Shen - se; Notes on a portion of the old bed of the Yellow River an the water supply of the Grand Canal"
25,9,12,0.6994374820122929,MASTER_00016,Narrative of a visit to the island of Formosa,"Swinhoe, R.",1859,1850,Geography and Travel,"FREX: left_bank, right_bank, channel, bank, bore, village, stream, miles, gorge, mile | Prob: river, miles, feet, city, bank, journey, island, stream, hills, village | Representative: Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow; The Bore of the Tsien - tang Kiang (Hang - chau Bay); Itinerary of a jouney through the Provinces of Hoo - pih, Sze - chuen and Shen - se; Notes on a portion of the old bed of the Yellow River an the water supply of the Grand Canal"
25,10,1,0.9998554868268223,MASTER_00144,Notices of the mediaeval geography and history of Central and Western Asia *,"Bretschneider, E.",1875,1870,Anthropology and Social Customs,"FREX: yuan_shi, khan, rashid, tom, chap, mongols, polo, uigurs, western_asia, medieval | Prob: shi, city, yuan, mongol, khan, mongols, river, emperor, century, polo | Representative: Notices of the mediaeval geography and history of Central and Western Asia *; The Intercourse of China with Central and Western Asia in the Second Century B.C.; What did the ancient Chinese know of the Greeks and Romans; Notices of Christianity in China. Extracted from Marco Polo *"
25,10,2,0.9040967661597828,MASTER_00164,The Intercourse of China with Central and Western Asia in the Second Century B.C.,"Kingsmill, T. W.",1879,1870,History and Chronology,"FREX: yuan_shi, khan, rashid, tom, chap, mongols, polo, uigurs, western_asia, medieval | Prob: shi, city, yuan, mongol, khan, mongols, river, emperor, century, polo | Representative: Notices of the mediaeval geography and history of Central and Western Asia *; The Intercourse of China with Central and Western Asia in the Second Century B.C.; What did the ancient Chinese know of the Greeks and Romans; Notices of Christianity in China. Extracted from Marco Polo *"
25,10,3,0.8944975303283547,,,,1880,1880,Unknown,"FREX: yuan_shi, khan, rashid, tom, chap, mongols, polo, uigurs, western_asia, medieval | Prob: shi, city, yuan, mongol, khan, mongols, river, emperor, century, polo | Representative: Notices of the mediaeval geography and history of Central and Western Asia *; The Intercourse of China with Central and Western Asia in the Second Century B.C.; What did the ancient Chinese know of the Greeks and Romans; Notices of Christianity in China. Extracted from Marco Polo *"
25,10,4,0.8592061917147362,MASTER_00179,What did the ancient Chinese know of the Greeks and Romans,"Edkins, J.",1883,1880,History and Chronology,"FREX: yuan_shi, khan, rashid, tom, chap, mongols, polo, uigurs, western_asia, medieval | Prob: shi, city, yuan, mongol, khan, mongols, river, emperor, century, polo | Representative: Notices of the mediaeval geography and history of Central and Western Asia *; The Intercourse of China with Central and Western Asia in the Second Century B.C.; What did the ancient Chinese know of the Greeks and Romans; Notices of Christianity in China. Extracted from Marco Polo *"
